SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,AVAILABLE_FLAG
2024-25,1610612757,POR,Portland Trail Blazers,0022400099,2024-10-27T00:00:00,POR vs. NOP,W,48.0,0.624,0.376,0.464,0.032,0.336,0.152,0.2,0.168,0.432,0.517,0.483,0.714,0.286,0.581,0.419,0,0,0,0,15,54,132,108,147,108,73,42,80,81,110,75,148,36,131,56,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400099,2024-10-27T00:00:00,NOP @ POR,L,48.0,0.67,0.33,0.583,0.136,0.233,0.126,0.184,0.233,0.447,0.567,0.433,0.875,0.125,0.632,0.368,0,0,0,0,15,21,165,27,11,166,101,63,18,69,72,115,69,114,95,89,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400100,2024-10-27T00:00:00,OKC vs. ATL,W,48.0,0.551,0.449,0.438,0.031,0.375,0.055,0.188,0.219,0.406,0.5,0.5,0.75,0.25,0.591,0.409,0,0,0,0,15,126,61,124,152,77,175,57,26,100,116,65,126,47,125,62,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400098,2024-10-27T00:00:00,BKN vs. MIL,W,48.0,0.505,0.495,0.4,0.07,0.417,0.113,0.183,0.183,0.33,0.478,0.522,0.75,0.25,0.59,0.41,0,0,0,0,15,156,30,153,67,45,120,66,67,164,131,53,126,47,126,60,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400098,2024-10-27T00:00:00,MIL @ BKN,L,48.0,0.554,0.446,0.451,0.118,0.294,0.069,0.255,0.127,0.333,0.478,0.522,0.9,0.1,0.606,0.394,0,0,0,0,15,124,63,118,18,132,161,8,135,161,131,53,56,127,114,73,1
2024-25,1610612746,LAC,LA Clippers,0022400101,2024-10-27T00:00:00,LAC @ GSW,W,48.0,0.644,0.356,0.571,0.036,0.268,0.107,0.161,0.188,0.536,0.563,0.438,0.9,0.1,0.643,0.357,0,0,0,0,15,35,152,35,130,151,123,95,58,25,75,108,56,127,83,102,1
2024-25,1610612758,SAC,Sacramento Kings,0022400096,2024-10-26T00:00:00,SAC @ LAL,L,48.0,0.5,0.5,0.472,0.016,0.354,0.244,0.173,0.197,0.457,0.7,0.3,0.733,0.267,0.711,0.289,0,0,0,0,15,158,27,99,177,94,6,78,47,59,17,170,142,44,39,148,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400095,2024-10-26T00:00:00,DAL @ PHX,L,48.0,0.559,0.441,0.471,0.098,0.382,0.039,0.147,0.108,0.373,0.542,0.458,0.692,0.308,0.595,0.405,0,0,0,0,15,116,70,101,30,67,182,120,154,135,91,94,153,31,121,64,1
2024-25,1610612759,SAS,San Antonio Spurs,0022400094,2024-10-26T00:00:00,SAS vs. HOU,W,48.0,0.747,0.253,0.569,0.073,0.22,0.083,0.211,0.101,0.495,0.581,0.419,0.625,0.375,0.59,0.41,0,0,0,0,15,2,185,36,60,172,155,32,163,41,64,123,172,13,126,60,1
2024-25,1610612745,HOU,Houston Rockets,0022400094,2024-10-26T00:00:00,HOU @ SAS,L,48.0,0.554,0.446,0.472,0.075,0.368,0.123,0.16,0.16,0.396,0.52,0.48,0.615,0.385,0.553,0.447,0,0,0,0,15,121,66,100,56,88,104,96,90,109,108,78,176,9,147,38,1
2024-25,1610612741,CHI,Chicago Bulls,0022400091,2024-10-26T00:00:00,CHI vs. OKC,L,48.0,0.424,0.576,0.358,0.042,0.474,0.211,0.168,0.105,0.316,0.529,0.471,0.933,0.067,0.719,0.281,0,0,0,0,15,183,4,177,117,18,19,87,158,169,101,85,36,145,31,154,1
2024-25,1610612756,PHX,Phoenix Suns,0022400095,2024-10-26T00:00:00,PHX vs. DAL,W,48.0,0.513,0.488,0.386,0.088,0.368,0.158,0.246,0.061,0.298,0.636,0.364,0.857,0.143,0.722,0.278,0,0,0,0,15,148,39,161,42,86,67,12,180,172,38,147,75,107,30,157,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400088,2024-10-26T00:00:00,CHA vs. MIA,L,48.0,0.539,0.461,0.491,0.057,0.368,0.123,0.142,0.104,0.434,0.462,0.538,0.615,0.385,0.513,0.487,0,0,0,0,15,131,55,84,91,88,104,131,161,79,140,47,176,9,165,22,1
2024-25,1610612738,BOS,Boston Celtics,0022400089,2024-10-26T00:00:00,BOS @ DET,W,48.0,0.467,0.533,0.258,0.032,0.532,0.04,0.21,0.121,0.226,0.313,0.688,0.636,0.364,0.5,0.5,0,0,0,0,15,173,14,186,142,4,180,33,143,185,180,6,170,16,167,17,1
2024-25,1610612753,ORL,Orlando Magic,0022400092,2024-10-26T00:00:00,ORL @ MEM,L,48.0,0.448,0.552,0.36,0.054,0.459,0.072,0.18,0.153,0.306,0.35,0.65,0.824,0.176,0.568,0.432,0,0,0,0,15,181,6,175,94,23,159,70,100,170,179,8,93,92,141,46,1
2024-25,1610612764,WAS,Washington Wizards,0022400090,2024-10-26T00:00:00,WAS vs. CLE,L,48.0,0.552,0.448,0.379,0.034,0.388,0.103,0.233,0.129,0.345,0.591,0.409,0.8,0.2,0.676,0.324,0,0,0,0,15,125,62,166,132,61,128,20,133,154,57,130,100,80,60,125,2
2024-25,1610612743,DEN,Denver Nuggets,0022400087,2024-10-26T00:00:00,DEN vs. LAC,L,48.0,0.598,0.402,0.404,0.077,0.404,0.087,0.192,0.221,0.327,0.429,0.571,0.786,0.214,0.571,0.429,0,0,0,0,15,80,107,150,52,51,150,52,23,166,150,36,113,69,136,49,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400093,2024-10-26T00:00:00,MIN vs. TOR,W,48.0,0.554,0.446,0.446,0.018,0.375,0.188,0.179,0.241,0.429,0.68,0.32,0.857,0.143,0.744,0.256,0,0,0,0,15,122,64,121,167,77,33,71,15,84,23,164,75,107,22,165,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400090,2024-10-26T00:00:00,CLE @ WAS,W,48.0,0.557,0.443,0.43,0.059,0.4,0.17,0.17,0.141,0.37,0.552,0.448,0.611,0.389,0.574,0.426,0,0,0,0,15,119,67,132,86,53,53,84,120,137,83,102,179,8,135,52,2
2024-25,1610612747,LAL,Los Angeles Lakers,0022400096,2024-10-26T00:00:00,LAL vs. SAC,W,48.0,0.63,0.37,0.519,0.061,0.321,0.122,0.16,0.107,0.458,0.588,0.412,0.857,0.143,0.667,0.333,0,0,0,0,15,46,140,63,81,116,107,98,156,56,59,127,75,107,66,118,1
2024-25,1610612765,DET,Detroit Pistons,0022400089,2024-10-26T00:00:00,DET vs. BOS,L,48.0,0.557,0.443,0.492,0.017,0.356,0.178,0.153,0.093,0.475,0.552,0.448,0.786,0.214,0.628,0.372,0,0,0,0,15,119,67,82,173,93,46,108,166,49,83,102,113,69,101,84,1
2024-25,1610612746,LAC,LA Clippers,0022400087,2024-10-26T00:00:00,LAC @ DEN,W,48.0,0.598,0.402,0.514,0.037,0.33,0.083,0.156,0.11,0.477,0.75,0.25,0.75,0.25,0.75,0.25,0,0,0,0,15,81,106,67,125,112,155,99,150,48,12,175,126,47,17,167,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400091,2024-10-26T00:00:00,OKC @ CHI,W,48.0,0.626,0.374,0.649,0.088,0.211,0.14,0.14,0.184,0.561,0.405,0.595,0.75,0.25,0.467,0.533,0,0,0,0,15,51,136,7,42,178,83,133,63,12,160,27,126,47,176,11,1
2024-25,1610612748,MIA,Miami Heat,0022400088,2024-10-26T00:00:00,MIA @ CHA,W,48.0,0.605,0.395,0.456,0.053,0.368,0.158,0.175,0.211,0.404,0.769,0.231,0.929,0.071,0.825,0.175,0,0,0,0,15,73,112,114,98,86,67,74,31,103,6,180,43,143,6,180,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400092,2024-10-26T00:00:00,MEM vs. ORL,W,48.0,0.605,0.395,0.532,0.032,0.315,0.194,0.153,0.242,0.5,0.758,0.242,1.0,0.0,0.826,0.174,0,0,0,0,15,73,112,54,142,119,26,104,14,38,11,176,1,160,5,182,1
2024-25,1610612761,TOR,Toronto Raptors,0022400093,2024-10-26T00:00:00,TOR @ MIN,L,48.0,0.678,0.322,0.614,0.059,0.297,0.238,0.089,0.198,0.554,0.613,0.387,1.0,0.0,0.707,0.293,0,0,0,0,15,18,169,15,85,130,7,167,45,14,47,137,1,160,41,146,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400077,2024-10-25T00:00:00,BKN @ ORL,L,48.0,0.554,0.446,0.416,0.079,0.416,0.05,0.168,0.149,0.337,0.476,0.524,0.857,0.143,0.629,0.371,0,0,0,0,15,122,64,143,49,47,176,88,108,156,135,50,75,107,99,87,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400082,2024-10-25T00:00:00,MEM @ HOU,L,48.0,0.692,0.308,0.519,0.074,0.278,0.065,0.204,0.12,0.444,0.5,0.5,1.0,0.0,0.632,0.368,0,0,0,0,15,9,177,64,59,144,164,39,145,72,116,65,1,160,95,89,1
2024-25,1610612745,HOU,Houston Rockets,0022400082,2024-10-25T00:00:00,HOU vs. MEM,W,48.0,0.561,0.439,0.406,0.031,0.398,0.148,0.195,0.227,0.375,0.385,0.615,0.588,0.412,0.465,0.535,0,0,0,0,15,114,73,149,152,56,75,48,21,134,169,18,182,5,177,9,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400083,2024-10-25T00:00:00,MIL vs. CHI,L,48.0,0.57,0.43,0.541,0.18,0.32,0.098,0.139,0.115,0.361,0.364,0.636,0.923,0.077,0.522,0.478,0,0,0,0,15,104,83,48,3,118,134,134,146,145,175,11,45,142,163,24,1
2024-25,1610612752,NYK,New York Knicks,0022400081,2024-10-25T00:00:00,NYK vs. IND,W,48.0,0.679,0.321,0.52,0.081,0.293,0.114,0.187,0.236,0.439,0.313,0.688,0.75,0.25,0.432,0.568,0,0,0,0,15,17,170,61,48,136,116,58,16,74,180,6,126,47,184,3,1
2024-25,1610612762,UTA,Utah Jazz,0022400084,2024-10-25T00:00:00,UTA vs. GSW,L,48.0,0.543,0.457,0.465,0.07,0.314,0.0,0.221,0.151,0.395,0.5,0.5,0.889,0.111,0.621,0.379,0,0,0,0,15,129,58,107,66,121,186,26,103,112,116,65,61,121,105,82,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400085,2024-10-25T00:00:00,LAL vs. PHX,W,48.0,0.64,0.36,0.423,0.016,0.341,0.228,0.236,0.211,0.407,0.769,0.231,0.929,0.071,0.825,0.175,0,0,0,0,15,38,149,135,175,100,11,16,30,98,6,180,43,143,6,180,1
2024-25,1610612753,ORL,Orlando Magic,0022400077,2024-10-25T00:00:00,ORL vs. BKN,W,48.0,0.6,0.4,0.414,0.034,0.388,0.086,0.198,0.216,0.379,0.583,0.417,0.933,0.067,0.718,0.282,0,0,0,0,15,76,108,146,132,61,152,44,27,131,63,124,36,145,34,152,1
2024-25,1610612761,TOR,Toronto Raptors,0022400078,2024-10-25T00:00:00,TOR vs. PHI,W,48.0,0.697,0.303,0.504,0.017,0.157,0.157,0.339,0.165,0.487,0.69,0.31,0.833,0.167,0.714,0.286,0,0,0,0,15,5,182,72,170,183,70,2,84,45,19,167,86,95,36,150,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400079,2024-10-25T00:00:00,CHA @ ATL,L,48.0,0.469,0.531,0.267,0.0,0.525,0.058,0.208,0.158,0.267,0.563,0.438,0.619,0.381,0.595,0.405,0,0,0,0,15,172,15,185,178,5,171,34,94,180,75,108,175,12,121,64,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400078,2024-10-25T00:00:00,PHI @ TOR,L,48.0,0.618,0.382,0.374,0.093,0.252,0.065,0.374,0.262,0.28,0.6,0.4,0.778,0.222,0.655,0.345,0,0,0,0,15,63,124,172,39,155,163,1,7,178,53,134,119,66,77,110,1
2024-25,1610612756,PHX,Phoenix Suns,0022400085,2024-10-25T00:00:00,PHX @ LAL,L,48.0,0.549,0.451,0.431,0.034,0.44,0.181,0.129,0.164,0.397,0.76,0.24,0.941,0.059,0.833,0.167,0,0,0,0,15,127,59,131,132,28,43,144,87,108,9,177,31,154,2,185,1
2024-25,1610612744,GSW,Golden State Warriors,0022400084,2024-10-25T00:00:00,GSW @ UTA,W,48.0,0.528,0.472,0.488,0.063,0.472,0.102,0.039,0.228,0.425,0.516,0.484,0.95,0.05,0.686,0.314,0,0,0,0,15,140,47,87,76,20,129,185,20,85,113,73,29,157,54,133,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400086,2024-10-25T00:00:00,POR vs. NOP,L,48.0,0.589,0.411,0.466,0.058,0.379,0.117,0.155,0.087,0.408,0.542,0.458,1.0,0.0,0.703,0.297,0,0,0,0,15,87,100,106,89,71,112,100,167,95,91,94,1,160,44,143,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400086,2024-10-25T00:00:00,NOP @ POR,W,48.0,0.628,0.372,0.457,0.171,0.343,0.143,0.2,0.2,0.286,0.667,0.333,0.75,0.25,0.694,0.306,0,0,0,0,15,49,138,111,4,98,77,42,37,174,25,158,126,47,45,140,1
2024-25,1610612765,DET,Detroit Pistons,0022400080,2024-10-25T00:00:00,DET @ CLE,L,48.0,0.605,0.395,0.495,0.158,0.386,0.139,0.119,0.248,0.337,0.48,0.52,1.0,0.0,0.658,0.342,0,0,0,0,15,72,115,79,7,66,86,155,11,156,127,57,1,160,74,111,1
2024-25,1610612741,CHI,Chicago Bulls,0022400083,2024-10-25T00:00:00,CHI @ MIL,W,48.0,0.51,0.49,0.376,0.165,0.474,0.128,0.15,0.18,0.211,0.48,0.52,0.857,0.143,0.652,0.348,0,0,0,0,15,152,35,170,5,18,98,111,68,186,127,57,75,107,78,109,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400079,2024-10-25T00:00:00,ATL vs. CHA,W,48.0,0.531,0.469,0.4,0.064,0.336,0.168,0.264,0.144,0.336,0.56,0.44,0.786,0.214,0.641,0.359,0,0,0,0,15,139,48,153,74,108,56,7,114,160,80,105,113,69,86,99,1
2024-25,1610612754,IND,Indiana Pacers,0022400081,2024-10-25T00:00:00,IND @ NYK,L,48.0,0.639,0.361,0.776,0.061,0.092,0.133,0.133,0.133,0.714,0.658,0.342,1.0,0.0,0.683,0.317,0,0,0,0,15,40,147,1,79,186,94,141,128,1,30,156,1,160,56,129,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400080,2024-10-25T00:00:00,CLE vs. DET,W,48.0,0.585,0.415,0.513,0.124,0.345,0.133,0.142,0.283,0.389,0.586,0.414,0.846,0.154,0.667,0.333,0,0,0,0,15,89,97,68,15,96,93,130,4,114,61,125,82,102,66,118,1
2024-25,1610612743,DEN,Denver Nuggets,0022400075,2024-10-24T00:00:00,DEN vs. OKC,L,48.0,0.612,0.388,0.644,0.046,0.241,0.138,0.115,0.138,0.598,0.786,0.214,1.0,0.0,0.829,0.171,0,0,0,0,15,69,118,10,110,159,87,160,121,6,4,182,1,160,3,183,1
2024-25,1610612760,OKC,Oklahoma City Thunder,0022400075,2024-10-24T00:00:00,OKC @ DEN,W,48.0,0.644,0.356,0.686,0.078,0.235,0.186,0.078,0.108,0.608,0.514,0.486,0.625,0.375,0.535,0.465,0,0,0,0,15,36,151,3,50,163,35,177,154,4,115,72,172,13,155,32,1
2024-25,1610612758,SAC,Sacramento Kings,0022400076,2024-10-24T00:00:00,SAC vs. MIN,L,48.0,0.646,0.354,0.47,0.122,0.287,0.139,0.243,0.209,0.348,0.407,0.593,0.909,0.091,0.553,0.447,0,0,0,0,15,33,154,103,16,140,85,14,33,151,158,28,47,132,147,38,1
2024-25,1610612764,WAS,Washington Wizards,0022400073,2024-10-24T00:00:00,WAS vs. BOS,L,48.0,0.621,0.379,0.667,0.02,0.206,0.265,0.127,0.137,0.647,0.676,0.324,0.571,0.429,0.659,0.341,0,0,0,0,15,58,129,6,158,179,4,147,122,3,24,163,183,4,72,114,1
2024-25,1610612738,BOS,Boston Celtics,0022400073,2024-10-24T00:00:00,BOS @ WAS,W,48.0,0.5,0.5,0.41,0.033,0.418,0.18,0.172,0.213,0.377,0.4,0.6,0.647,0.353,0.5,0.5,0,0,0,0,15,158,27,148,140,44,44,81,28,133,161,24,166,20,167,17,1
2024-25,1610612742,DAL,Dallas Mavericks,0022400074,2024-10-24T00:00:00,DAL vs. SAS,W,48.0,0.569,0.431,0.383,0.067,0.475,0.192,0.142,0.158,0.317,0.522,0.478,0.789,0.211,0.643,0.357,0,0,0,0,15,105,82,163,71,17,30,128,94,168,105,80,108,75,83,102,2
2024-25,1610612759,SAS,San Antonio Spurs,0022400074,2024-10-24T00:00:00,SAS @ DAL,L,48.0,0.581,0.419,0.495,0.092,0.33,0.119,0.174,0.083,0.404,0.667,0.333,1.0,0.0,0.769,0.231,0,0,0,0,15,94,93,78,40,112,110,75,170,101,25,158,1,160,13,174,2
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400076,2024-10-24T00:00:00,MIN @ SAC,W,48.0,0.419,0.581,0.359,0.085,0.513,0.034,0.128,0.094,0.274,0.429,0.571,0.75,0.25,0.585,0.415,0,0,0,0,15,184,3,176,45,8,184,146,165,179,150,36,126,47,128,58,1
2024-25,1610612757,POR,Portland Trail Blazers,0022400072,2024-10-23T00:00:00,POR vs. GSW,L,48.0,0.63,0.37,0.538,0.077,0.231,0.048,0.231,0.125,0.462,0.464,0.536,1.0,0.0,0.583,0.417,0,0,0,0,15,46,140,49,52,167,177,21,138,52,139,48,1,160,130,57,1
2024-25,1610612741,CHI,Chicago Bulls,0022400069,2024-10-23T00:00:00,CHI @ NOP,L,48.0,0.605,0.395,0.577,0.036,0.27,0.135,0.153,0.072,0.541,0.531,0.469,0.9,0.1,0.619,0.381,0,0,0,0,15,73,112,32,129,149,89,105,176,22,99,87,56,127,106,81,1
2024-25,1610612756,PHX,Phoenix Suns,0022400071,2024-10-23T00:00:00,PHX @ LAC,W,53.0,0.513,0.487,0.397,0.034,0.388,0.129,0.216,0.198,0.362,0.565,0.435,0.8,0.2,0.658,0.342,0,0,0,0,1,147,40,157,132,61,97,29,42,143,73,113,100,80,74,111,1
2024-25,1610612749,MIL,Milwaukee Bucks,0022400066,2024-10-23T00:00:00,MIL @ PHI,W,48.0,0.538,0.463,0.435,0.032,0.387,0.065,0.177,0.121,0.403,0.593,0.407,0.688,0.313,0.628,0.372,0,0,0,0,15,135,52,128,142,64,166,72,143,105,56,131,158,28,101,84,1
2024-25,1610612744,GSW,Golden State Warriors,0022400072,2024-10-23T00:00:00,GSW @ POR,W,48.0,0.484,0.516,0.4,0.0,0.429,0.229,0.171,0.157,0.4,0.821,0.179,0.75,0.25,0.792,0.208,0,0,0,0,15,167,20,153,178,37,10,82,97,106,2,185,126,47,10,177,1
2024-25,1610612765,DET,Detroit Pistons,0022400063,2024-10-23T00:00:00,DET vs. IND,L,48.0,0.625,0.375,0.532,0.073,0.248,0.092,0.22,0.128,0.459,0.517,0.483,0.778,0.222,0.579,0.421,0,0,0,0,15,52,135,55,60,157,141,27,134,55,110,75,119,66,133,54,1
2024-25,1610612755,PHI,Philadelphia 76ers,0022400066,2024-10-23T00:00:00,PHI vs. MIL,L,48.0,0.684,0.316,0.606,0.092,0.22,0.055,0.174,0.165,0.514,0.394,0.606,0.625,0.375,0.439,0.561,0,0,0,0,15,15,172,17,40,172,173,75,85,31,164,23,172,13,183,4,1
2024-25,1610612754,IND,Indiana Pacers,0022400063,2024-10-23T00:00:00,IND @ DET,W,48.0,0.627,0.373,0.574,0.122,0.235,0.13,0.191,0.104,0.452,0.697,0.303,1.0,0.0,0.762,0.238,0,0,0,0,15,50,137,33,16,164,96,53,160,63,18,169,1,160,14,173,1
2024-25,1610612763,MEM,Memphis Grizzlies,0022400070,2024-10-23T00:00:00,MEM @ UTA,W,48.0,0.505,0.495,0.413,0.048,0.405,0.127,0.183,0.19,0.365,0.423,0.577,1.0,0.0,0.651,0.349,0,0,0,0,15,156,30,147,108,50,100,67,55,142,152,35,1,160,79,107,1
2024-25,1610612748,MIA,Miami Heat,0022400065,2024-10-23T00:00:00,MIA vs. ORL,L,48.0,0.585,0.415,0.433,0.021,0.34,0.186,0.227,0.196,0.412,0.714,0.286,0.818,0.182,0.75,0.25,0,0,0,0,15,89,97,130,157,103,36,23,49,93,15,172,96,90,17,167,1
2024-25,1610612762,UTA,Utah Jazz,0022400070,2024-10-23T00:00:00,UTA vs. MEM,L,48.0,0.694,0.306,0.484,0.032,0.242,0.089,0.274,0.105,0.452,0.433,0.567,0.8,0.2,0.525,0.475,0,0,0,0,15,7,180,90,142,158,144,5,159,64,148,38,100,80,157,27,1
2024-25,1610612740,NOP,New Orleans Pelicans,0022400069,2024-10-23T00:00:00,NOP vs. CHI,W,48.0,0.619,0.381,0.504,0.049,0.341,0.236,0.154,0.244,0.455,0.613,0.387,0.714,0.286,0.644,0.356,0,0,0,0,15,62,125,73,107,100,9,103,12,60,47,137,148,36,82,105,1
2024-25,1610612739,CLE,Cleveland Cavaliers,0022400067,2024-10-23T00:00:00,CLE @ TOR,W,48.0,0.655,0.345,0.544,0.044,0.309,0.118,0.147,0.221,0.5,0.541,0.459,0.643,0.357,0.569,0.431,0,0,0,0,15,28,159,45,114,123,111,120,24,38,94,93,168,18,139,48,1
2024-25,1610612745,HOU,Houston Rockets,0022400068,2024-10-23T00:00:00,HOU vs. CHA,L,48.0,0.583,0.417,0.476,0.038,0.371,0.124,0.152,0.248,0.438,0.44,0.56,0.615,0.385,0.5,0.5,0,0,0,0,15,91,96,94,121,83,103,109,10,76,145,42,176,9,167,17,1
2024-25,1610612746,LAC,LA Clippers,0022400071,2024-10-23T00:00:00,LAC vs. PHX,L,53.0,0.685,0.315,0.602,0.053,0.212,0.142,0.186,0.142,0.549,0.588,0.412,0.875,0.125,0.643,0.357,0,0,0,0,1,13,174,18,95,176,79,59,118,17,59,127,69,114,83,102,1
2024-25,1610612753,ORL,Orlando Magic,0022400065,2024-10-23T00:00:00,ORL @ MIA,W,48.0,0.49,0.51,0.397,0.017,0.466,0.164,0.138,0.112,0.379,0.522,0.478,0.889,0.111,0.683,0.317,0,0,0,0,15,164,23,157,171,21,62,135,149,131,105,80,61,121,56,129,1
2024-25,1610612737,ATL,Atlanta Hawks,0022400064,2024-10-23T00:00:00,ATL vs. BKN,W,48.0,0.65,0.35,0.5,0.05,0.225,0.125,0.275,0.142,0.45,0.667,0.333,0.556,0.444,0.641,0.359,0,0,0,0,15,30,157,74,105,169,102,3,117,68,25,158,184,3,86,99,1
2024-25,1610612761,TOR,Toronto Raptors,0022400067,2024-10-23T00:00:00,TOR vs. CLE,L,48.0,0.64,0.36,0.453,0.094,0.34,0.123,0.208,0.151,0.358,0.625,0.375,0.833,0.167,0.694,0.306,0,0,0,0,15,39,148,116,35,104,104,35,104,146,42,142,86,95,45,140,1
2024-25,1610612751,BKN,Brooklyn Nets,0022400064,2024-10-23T00:00:00,BKN @ ATL,L,48.0,0.527,0.473,0.397,0.052,0.44,0.121,0.164,0.172,0.345,0.435,0.565,0.647,0.353,0.525,0.475,0,0,0,0,15,141,46,157,101,28,109,93,74,154,146,40,166,20,157,27,1
2024-25,1610612766,CHA,Charlotte Hornets,0022400068,2024-10-23T00:00:00,CHA @ HOU,W,48.0,0.541,0.459,0.418,0.036,0.409,0.073,0.173,0.073,0.382,0.478,0.522,0.6,0.4,0.526,0.474,0,0,0,0,15,130,57,141,127,48,158,80,175,128,131,53,180,6,156,31,1
2024-25,1610612752,NYK,New York Knicks,0022400061,2024-10-22T00:00:00,NYK @ BOS,L,48.0,0.615,0.385,0.587,0.202,0.303,0.037,0.11,0.018,0.385,0.375,0.625,0.727,0.273,0.465,0.535,0,0,0,0,15,65,121,25,1,124,183,161,186,123,171,14,144,41,177,9,1
2024-25,1610612738,BOS,Boston Celtics,0022400061,2024-10-22T00:00:00,BOS vs. NYK,W,48.0,0.358,0.642,0.288,0.061,0.659,0.083,0.053,0.144,0.227,0.684,0.316,0.69,0.31,0.688,0.313,0,0,0,0,15,186,1,184,83,1,154,182,115,184,21,166,157,30,52,134,1
2024-25,1610612747,LAL,Los Angeles Lakers,0022400062,2024-10-22T00:00:00,LAL vs. MIN,W,48.0,0.684,0.316,0.673,0.018,0.136,0.155,0.191,0.173,0.655,0.486,0.514,0.8,0.2,0.524,0.476,0,0,0,0,15,14,173,4,165,184,71,54,73,2,123,63,100,80,161,26,1
2024-25,1610612750,MIN,Minnesota Timberwolves,0022400062,2024-10-22T00:00:00,MIN @ LAL,L,48.0,0.518,0.482,0.427,0.039,0.379,0.068,0.194,0.058,0.388,0.364,0.636,0.692,0.308,0.486,0.514,0,0,0,0,15,145,42,134,120,71,162,50,181,118,175,11,153,31,173,13,1
