actionId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue
1,0,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:03 PM EST),period,start,0,0
2,1,PT12M00.00S,1,1610612739,CLE,202684,Thompson,T. Thompson,0,0,0,,0,,,0,h,Jump Ball Thompson vs. Ibaka: Tip to Patterson,Jump Ball,,1,0
3,2,PT11M32.00S,1,1610612761,TOR,202335,Patterson,P. Patterson,12,11,2,Missed,1,,,0,v,MISS Patterson 2' Driving Layup,Missed Shot,Driving Layup Shot,1,0
4,2,PT11M32.00S,1,1610612739,CLE,2544,James,L. James,0,0,0,,0,,,0,h,James BLOCK (1 BLK),,,1,0
5,3,PT11M30.00S,1,1610612739,CLE,2544,James,L. James,0,0,0,,0,,,0,h,James REBOUND (Off:0 Def:1),Rebound,Unknown,1,0
6,4,PT11M17.00S,1,1610612739,CLE,202681,Irving,K. Irving,2,16,2,Missed,1,,,0,h,MISS Irving 2' Driving Layup,Missed Shot,Driving Layup Shot,1,0
7,6,PT11M14.00S,1,1610612739,CLE,202684,Thompson,T. Thompson,0,0,0,,0,,,0,h,Thompson REBOUND (Off:1 Def:0),Rebound,Unknown,1,0
8,5,PT11M14.00S,1,1610612739,CLE,202684,Thompson,T. Thompson,2,13,1,Made,1,2,0,2,h,Thompson 1' Tip Layup Shot (2 PTS),Made Shot,Tip Layup Shot,1,0
9,7,PT11M05.00S,1,1610612761,TOR,200768,Lowry,K. Lowry,-9,2,1,Made,1,2,2,4,v,Lowry 1' Driving Layup (2 PTS),Made Shot,Driving Layup Shot,1,0
10,8,PT10M46.00S,1,1610612739,CLE,201567,Love,K. Love,-161,141,21,Made,1,4,2,6,h,Love 21' Jump Shot (2 PTS),Made Shot,Jump Shot,1,0
11,9,PT10M26.00S,1,1610612761,TOR,201586,Ibaka,S. Ibaka,0,0,0,,0,,,0,v,Ibaka Lost Ball Turnover (P1.T1),Turnover,Lost Ball,1,0
12,9,PT10M26.00S,1,1610612739,CLE,201567,Love,K. Love,0,0,0,,0,,,0,h,Love STEAL (1 STL),,,1,0
13,10,PT10M25.00S,1,1610612739,CLE,201567,Love,K. Love,0,0,0,,0,,,0,h,Love Out of Bounds - Bad Pass Turnover Turnover (P1.T1),Turnover,Out of Bounds - Bad Pass Turnover,1,0
14,11,PT10M01.00S,1,1610612761,TOR,200768,Lowry,K. Lowry,-79,77,11,Made,1,4,4,8,v,Lowry 11' Step Back Jump Shot (4 PTS),Made Shot,Step Back Jump shot,1,0
15,12,PT09M47.00S,1,1610612739,CLE,202681,Irving,K. Irving,-9,3,1,Missed,1,,,0,h,MISS Irving 1' Driving Layup,Missed Shot,Driving Layup Shot,1,0
16,13,PT09M47.00S,1,0,,1610612739,,,0,0,0,,0,,,0,h,CAVALIERS Rebound,Rebound,Unknown,0,0
17,15,PT09M38.00S,1,1610612739,CLE,2544,James,L. James,107,72,13,Missed,1,,,0,h,MISS James 13' Jump Shot,Missed Shot,Jump Shot,1,0
18,16,PT09M37.00S,1,1610612761,TOR,202335,Patterson,P. Patterson,0,0,0,,0,,,0,v,Patterson REBOUND (Off:0 Def:1),Rebound,Unknown,1,0
19,17,PT09M27.00S,1,1610612761,TOR,1626181,Powell,N. Powell,-4,7,1,Made,1,4,6,10,v,Powell 1' Running Finger Roll Layup (2 PTS) (Patterson 1 AST),Made Shot,Running Finger Roll Layup Shot,1,0
20,19,PT09M07.00S,1,1610612739,CLE,2747,Smith,J. Smith,-178,203,27,Made,1,7,6,13,h,Smith 27' 3PT Jump Shot (3 PTS) (Thompson 1 AST),Made Shot,Jump Shot,1,0
21,20,PT08M51.00S,1,1610612761,TOR,202335,Patterson,P. Patterson,227,-5,0,Made,1,7,9,16,v,Patterson 3PT Jump Shot (3 PTS) (DeRozan 1 AST),Made Shot,Jump Shot,1,0
22,21,PT08M34.00S,1,1610612739,CLE,201567,Love,K. Love,-32,259,26,Made,1,10,9,19,h,Love 26' 3PT Jump Shot (5 PTS) (Irving 1 AST),Made Shot,Jump Shot,1,0
23,22,PT08M20.00S,1,1610612761,TOR,201942,DeRozan,D. DeRozan,73,149,17,Missed,1,,,0,v,MISS DeRozan 17' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,0
24,23,PT08M18.00S,1,1610612739,CLE,201567,Love,K. Love,0,0,0,,0,,,0,h,Love REBOUND (Off:0 Def:1),Rebound,Unknown,1,0
25,24,PT08M06.00S,1,1610612739,CLE,202681,Irving,K. Irving,120,26,12,Made,1,12,9,21,h,Irving 12' Turnaround Fadeaway (2 PTS),Made Shot,Turnaround Fadeaway shot,1,0
26,26,PT07M38.00S,1,1610612761,TOR,201586,Ibaka,S. Ibaka,-1,249,25,Missed,1,,,0,v,MISS Ibaka 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,0
27,27,PT07M38.00S,1,1610612739,CLE,201567,Love,K. Love,0,0,0,,0,,,0,h,Love REBOUND (Off:0 Def:2),Rebound,Unknown,1,0
28,28,PT07M35.00S,1,1610612739,CLE,201567,Love,K. Love,0,0,0,,0,,,0,h,Love Out of Bounds - Bad Pass Turnover Turnover (P2.T2),Turnover,Out of Bounds - Bad Pass Turnover,1,0
