actionId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue
1,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:34 PM EST),period,start,1,0
2,4,PT12M00.00S,1,1610612738,BOS,201143,Horford,A. Horford,0,0,0,,0,,,0,h,Jump Ball Horford vs. Reed: Tip to Harden,Jump Ball,,1,0
3,7,PT11M38.00S,1,1610612755,PHI,201935,Harden,J. Harden,-96,13,10,Made,1,0,2,2,v,Harden 10' Step Back Jump Shot (2 PTS),Made Shot,Step Back Jump shot,1,0
4,8,PT11M21.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,-10,10,1,Made,1,2,2,4,h,Tatum 1' Cutting Dunk Shot (2 PTS) (Smart 1 AST),Made Shot,Cutting Dunk Shot,1,0
5,10,PT11M06.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,173,227,29,Missed,1,,,0,v,MISS Maxey 29' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,0
6,11,PT11M03.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,,,0,h,Tatum REBOUND (Off:0 Def:1),Rebound,Unknown,1,0
7,12,PT10M46.00S,1,1610612738,BOS,201143,Horford,A. Horford,42,5,4,Made,1,4,2,6,h,Horford 4' Cutting Layup Shot (2 PTS) (Brown 1 AST),Made Shot,Cutting Layup Shot,1,0
8,14,PT10M33.00S,1,1610612755,PHI,1630194,Reed,P. Reed,42,28,5,Missed,1,,,0,v,MISS Reed 5' Driving Layup,Missed Shot,Driving Layup Shot,1,0
9,14,PT10M33.00S,1,1610612738,BOS,201143,Horford,A. Horford,0,0,0,,0,,,0,h,Horford BLOCK (1 BLK),,,1,0
10,16,PT10M32.00S,1,1610612738,BOS,201143,Horford,A. Horford,0,0,0,,0,,,0,h,Horford REBOUND (Off:0 Def:1),Rebound,Unknown,1,0
11,17,PT10M27.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,16,2,2,Made,1,6,2,8,h,Tatum 2' Running Dunk (4 PTS) (Brown 2 AST),Made Shot,Running Dunk Shot,1,0
12,19,PT10M00.00S,1,1610612755,PHI,202699,Harris,T. Harris,26,140,14,Made,1,6,4,10,v,Harris 14' Fadeaway Jumper (2 PTS),Made Shot,Fadeaway Jump Shot,1,0
13,20,PT09M37.00S,1,1610612738,BOS,203935,Smart,M. Smart,0,0,0,,0,,,0,h,Smart Out of Bounds Lost Ball Turnover (P1.T1),Turnover,Out of Bounds Lost Ball Turnover,1,0
14,21,PT09M28.00S,1,1610612755,PHI,201935,Harden,J. Harden,56,143,15,Made,1,6,6,12,v,Harden 15' Step Back Jump Shot (4 PTS),Made Shot,Step Back Jump shot,1,0
15,22,PT09M10.00S,1,1610612738,BOS,1627759,Brown,J. Brown,0,0,0,,0,,,0,h,Brown Lost Ball Turnover (P1.T2),Turnover,Lost Ball,1,0
16,22,PT09M10.00S,1,1610612755,PHI,200782,Tucker,P. Tucker,0,0,0,,0,,,0,v,Tucker STEAL (1 STL),,,1,0
17,24,PT09M06.00S,1,1610612755,PHI,202699,Harris,T. Harris,16,53,6,Made,1,6,8,14,v,Harris 6' Running Alley Oop Dunk Shot (4 PTS) (Reed 1 AST),Made Shot,Running Alley Oop Dunk Shot,1,0
18,26,PT08M49.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,-62,29,7,Missed,1,,,0,h,MISS Tatum 7' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1,0
19,26,PT08M49.00S,1,1610612755,PHI,1630194,Reed,P. Reed,0,0,0,,0,,,0,v,Reed BLOCK (1 BLK),,,1,0
20,27,PT08M48.00S,1,1610612738,BOS,201143,Horford,A. Horford,0,0,0,,0,,,0,h,Horford REBOUND (Off:1 Def:1),Rebound,Unknown,1,0
